Rk,Team,Date,xG,h_a,Opp,Comp,Round,TieRslt,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
436,pt Sporting CP,2022-10-04,0.4,@,fr Marseille,Champions League,Group,,L 1-4,1,4,-3,44,1,0,0,0,0.4,0.4,-2.1,-2.1,0.4,0.4,+0.6,+0.6,-0.4,0.07,6,0.17,0.50,2,33.3,29.2,0,Match Report
437,dk FC Copenhagen,2022-09-14,0.7,,es Sevilla,Champions League,Group,,D 0-0,0,0,0,37,0,0,0,0,0.7,0.7,-0.1,-0.1,0.4,0.4,-0.7,-0.7,-0.4,0.09,7,0.00,0.00,2,28.6,16.1,1,Match Report
438,es Sevilla,2022-09-14,0.8,@,dk FC Copenhagen,Champions League,Group,,D 0-0,0,0,0,63,0,0,0,0,0.8,0.8,+0.1,+0.1,0.6,1.0,-0.8,-0.8,-0.6,0.07,11,0.00,0.00,2,18.2,19.8,1,Match Report
439,de RB Leipzig,2022-09-14,0.7,@,es Real Madrid,Champions League,Group,,L 0-2,0,2,-2,48,0,0,0,0,0.7,0.7,-0.3,-0.3,0.6,0.7,-0.7,-0.7,-0.6,0.08,9,0.00,0.00,3,33.3,20.3,0,Match Report
440,hr Dinamo Zagreb,2022-09-14,0.4,@,it Milan,Champions League,Group,,L 1-3,1,3,-2,43,1,0,0,0,0.4,0.4,-1.9,-1.1,0.3,0.3,+0.6,+0.6,+0.7,0.05,7,0.14,0.33,3,42.9,23.7,1,Match Report
441,pt Benfica,2022-09-14,2.2,@,it Juventus,Champions League,Group,,W 2-1,2,1,+1,55,1,1,1,0,2.2,1.4,+1.3,+0.6,0.8,1.0,-0.2,-0.4,+0.2,0.08,18,0.06,0.17,6,33.3,19.9,0,Match Report
442,at RB Salzburg,2022-09-14,0.4,@,eng Chelsea,Champions League,Group,,D 1-1,1,1,0,30,1,0,0,0,0.4,0.4,-0.8,-0.8,0.3,0.3,+0.6,+0.6,+0.7,0.09,4,0.25,0.33,3,75.0,18.4,0,Match Report
443,sct Rangers,2022-09-14,1.3,,it Napoli,Champions League,Group,,L 0-3,0,3,-3,43,0,0,0,0,1.3,1.3,-2.2,-0.6,1.3,1.0,-1.3,-1.3,-1.3,0.13,10,0.00,0.00,3,30.0,15.6,0,Match Report
444,es Real Madrid,2022-09-14,0.9,,de RB Leipzig,Champions League,Group,,W 2-0,2,0,+2,52,2,0,0,0,0.9,0.9,+0.3,+0.3,0.8,0.8,+1.1,+1.1,+1.2,0.08,12,0.17,0.67,3,25.0,17.1,1,Match Report
445,ua Shakhtar,2022-09-14,0.4,,sct Celtic,Champions League,Group,,D 1-1,1,1,0,44,1,0,0,0,0.4,0.4,-1.1,-1.1,0.3,0.3,+0.6,+0.6,+0.7,0.08,5,0.20,0.50,2,40.0,23.9,0,Match Report
446,eng Chelsea,2022-09-14,1.2,,at RB Salzburg,Champions League,Group,,D 1-1,1,1,0,70,1,0,0,0,1.2,1.2,+0.8,+0.8,0.8,1.2,-0.2,-0.2,+0.2,0.07,17,0.06,0.25,4,23.5,15.0,0,Match Report
447,it Juventus,2022-09-14,0.8,,pt Benfica,Champions League,Group,,L 1-2,1,2,-1,45,1,0,0,0,0.8,0.8,-1.3,-0.6,0.6,0.9,+0.2,+0.2,+0.4,0.08,11,0.09,0.33,3,27.3,19.6,0,Match Report
448,fr Paris S-G,2022-09-14,1.8,@,il Maccabi Haifa,Champions League,Group,,W 3-1,3,1,+2,56,3,0,0,0,1.8,1.8,+0.8,+0.8,1.0,1.1,+1.2,+1.2,+1.0,0.12,16,0.19,0.50,6,37.5,16.6,2,Match Report
449,eng Manchester City,2022-09-14,1.0,,de Dortmund,Champions League,Group,,W 2-1,2,1,+1,66,2,0,0,0,1.0,1.0,+0.3,+0.3,0.9,1.1,+1.0,+1.0,+1.1,0.08,12,0.17,0.67,3,25.0,17.3,0,Match Report
450,de Dortmund,2022-09-14,0.7,@,eng Manchester City,Champions League,Group,,L 1-2,1,2,-1,34,1,0,0,0,0.7,0.7,-0.3,-0.3,0.7,0.9,+0.3,+0.3,+0.3,0.13,5,0.20,0.50,2,40.0,12.2,0,Match Report
451,it Milan,2022-09-14,2.2,,hr Dinamo Zagreb,Champions League,Group,,W 3-1,3,1,+2,57,2,1,1,0,2.2,1.5,+1.9,+1.1,0.9,1.2,+0.8,+0.5,+1.1,0.09,16,0.13,0.33,6,37.5,18.9,1,Match Report
452,it Napoli,2022-09-14,3.5,@,sct Rangers,Champions League,Group,,W 3-0,3,0,+3,57,2,1,2,1,3.5,2.0,+2.2,+0.6,1.7,1.4,-0.5,0.0,+0.3,0.09,23,0.09,0.25,8,34.8,20.0,0,Match Report
453,sct Celtic,2022-09-14,1.5,@,ua Shakhtar,Champions League,Group,,D 1-1,1,1,0,56,0,0,0,0,1.5,1.5,+1.1,+1.1,1.2,1.3,-1.5,-1.5,-1.2,0.09,16,0.00,0.00,6,37.5,17.5,0,Match Report
454,il Maccabi Haifa,2022-09-14,1.0,,fr Paris S-G,Champions League,Group,,L 1-3,1,3,-2,44,1,0,0,0,1.0,1.0,-0.8,-0.8,0.9,0.6,0.0,0.0,+0.1,0.08,13,0.08,0.20,5,38.5,21.6,1,Match Report
455,fr Marseille,2022-09-13,0.9,,de Eint Frankfurt,Champions League,Group,,L 0-1,0,1,-1,61,0,0,0,0,0.9,0.9,-0.3,-0.3,0.8,0.7,-0.9,-0.9,-0.8,0.11,8,0.00,0.00,4,50.0,17.1,0,Match Report
456,nl Ajax,2022-09-13,0.3,@,eng Liverpool,Champions League,Group,,L 1-2,1,2,-1,43,1,0,0,0,0.3,0.3,-1.9,-1.9,0.3,0.6,+0.7,+0.7,+0.7,0.10,3,0.33,1.00,1,33.3,13.4,0,Match Report
457,pt Porto,2022-09-13,1.0,,be Club Brugge,Champions League,Group,,L 0-4,0,4,-4,54,0,0,0,0,1.0,1.0,-1.7,-0.9,0.8,1.0,-1.0,-1.0,-0.8,0.07,15,0.00,0.00,4,26.7,15.6,0,Match Report
458,es Atlético Madrid,2022-09-13,0.9,@,de Leverkusen,Champions League,Group,,L 0-2,0,2,-2,55,0,0,0,0,0.9,0.9,-0.8,-0.8,0.4,0.9,-0.9,-0.9,-0.4,0.08,12,0.00,0.00,3,25.0,18.5,1,Match Report
459,eng Tottenham,2022-09-13,0.9,@,pt Sporting CP,Champions League,Group,,L 0-2,0,2,-2,46,0,0,0,0,0.9,0.9,0.0,0.0,0.8,1.0,-0.9,-0.9,-0.8,0.07,12,0.00,0.00,5,41.7,13.9,0,Match Report
460,eng Liverpool,2022-09-13,2.2,,nl Ajax,Champions League,Group,,W 2-1,2,1,+1,57,2,0,0,0,2.2,2.2,+1.9,+1.9,1.4,1.7,-0.2,-0.2,+0.6,0.09,24,0.08,0.20,10,41.7,15.9,0,Match Report
461,cz Viktoria Plzeň,2022-09-13,0.3,,it Inter,Champions League,Group,,L 0-2,0,2,-2,29,0,0,0,0,0.3,0.3,-1.5,-1.5,0.2,0.4,-0.3,-0.3,-0.2,0.04,8,0.00,0.00,1,12.5,19.2,0,Match Report
462,de Leverkusen,2022-09-13,1.8,,es Atlético Madrid,Champions League,Group,,W 2-0,2,0,+2,45,2,0,0,0,1.8,1.8,+0.8,+0.8,1.2,1.2,+0.2,+0.2,+0.8,0.10,18,0.11,0.40,5,27.8,16.6,0,Match Report
463,it Inter,2022-09-13,1.9,@,cz Viktoria Plzeň,Champions League,Group,,W 2-0,2,0,+2,71,2,0,0,0,1.9,1.9,+1.5,+1.5,1.5,1.3,+0.1,+0.1,+0.5,0.10,19,0.11,0.25,8,42.1,15.1,1,Match Report
464,de Eint Frankfurt,2022-09-13,1.2,@,fr Marseille,Champions League,Group,,W 1-0,1,0,+1,39,1,0,0,0,1.2,1.2,+0.3,+0.3,0.7,0.2,-0.2,-0.2,-0.7,0.09,14,0.07,0.14,7,50.0,18.1,1,Match Report
465,be Club Brugge,2022-09-13,2.7,@,pt Porto,Champions League,Group,,W 4-0,4,0,+4,46,3,1,1,0,2.7,1.9,+1.7,+0.9,1.7,1.2,+1.3,+1.1,+1.3,0.16,12,0.25,0.50,6,50.0,17.5,0,Match Report
466,es Barcelona,2022-09-13,2.0,@,de Bayern Munich,Champions League,Group,,L 0-2,0,2,-2,53,0,0,0,0,2.0,2.0,+0.3,+0.3,1.9,2.3,-2.0,-2.0,-1.9,0.11,18,0.00,0.00,4,22.2,16.1,1,Match Report
467,de Bayern Munich,2022-09-13,1.7,,es Barcelona,Champions League,Group,,W 2-0,2,0,+2,47,2,0,0,0,1.7,1.7,-0.3,-0.3,1.7,1.3,+0.3,+0.3,+0.3,0.13,13,0.15,0.50,4,30.8,17.7,0,Match Report
468,pt Sporting CP,2022-09-13,0.9,,eng Tottenham,Champions League,Group,,W 2-0,2,0,+2,54,2,0,0,0,0.9,0.9,0.0,0.0,0.7,0.4,+1.1,+1.1,+1.3,0.07,12,0.17,0.33,6,50.0,16.7,0,Match Report
469,pt Porto,2022-09-07,2.0,@,es Atlético Madrid,Champions League,Group,,L 1-2,1,2,-1,47,0,1,1,0,2.0,1.2,+1.2,+0.4,1.0,1.3,-1.0,-1.2,-1.0,0.08,16,0.00,0.00,2,12.5,18.9,0,Match Report
470,it Inter,2022-09-07,0.7,,de Bayern Munich,Champions League,Group,,L 0-2,0,2,-2,44,0,0,0,0,0.7,0.7,-1.8,-1.8,0.4,0.6,-0.7,-0.7,-0.4,0.08,9,0.00,0.00,2,22.2,13.5,0,Match Report
471,fr Marseille,2022-09-07,0.4,@,eng Tottenham,Champions League,Group,,L 0-2,0,2,-2,50,0,0,0,0,0.4,0.4,-1.1,-1.1,0.3,0.4,-0.4,-0.4,-0.3,0.04,9,0.00,0.00,1,11.1,24.3,0,Match Report
472,sct Rangers,2022-09-07,0.1,@,nl Ajax,Champions League,Group,,L 0-4,0,4,-4,26,0,0,0,0,0.1,0.1,-2.0,-2.0,0.1,0.1,-0.1,-0.1,-0.1,0.03,4,0.00,0.00,1,25.0,22.1,0,Match Report
473,eng Liverpool,2022-09-07,1.0,@,it Napoli,Champions League,Group,,L 1-4,1,4,-3,61,1,0,0,0,1.0,1.0,-3.0,-1.5,0.7,1.5,0.0,0.0,+0.3,0.07,15,0.07,0.14,7,46.7,15.7,1,Match Report
474,eng Tottenham,2022-09-07,1.5,,fr Marseille,Champions League,Group,,W 2-0,2,0,+2,50,2,0,0,0,1.5,1.5,+1.1,+1.1,1.3,1.0,+0.5,+0.5,+0.7,0.08,18,0.11,1.00,2,11.1,17.2,1,Match Report
475,es Barcelona,2022-09-07,2.3,,cz Viktoria Plzeň,Champions League,Group,,W 5-1,5,1,+4,76,5,0,0,0,2.3,2.3,+1.4,+1.4,2.1,3.0,+2.7,+2.7,+2.9,0.11,20,0.25,0.50,10,50.0,16.2,0,Match Report
476,be Club Brugge,2022-09-07,0.5,,de Leverkusen,Champions League,Group,,W 1-0,1,0,+1,48,1,0,0,0,0.5,0.5,-0.5,-0.5,0.5,0.4,+0.5,+0.5,+0.5,0.05,9,0.11,0.33,3,33.3,20.0,0,Match Report
477,de Leverkusen,2022-09-07,1.0,@,be Club Brugge,Champions League,Group,,L 0-1,0,1,-1,52,0,0,0,0,1.0,1.0,+0.5,+0.5,0.8,0.8,-1.0,-1.0,-0.8,0.08,14,0.00,0.00,3,21.4,17.3,1,Match Report
478,it Napoli,2022-09-07,4.0,,eng Liverpool,Champions League,Group,,W 4-1,4,1,+3,39,3,1,2,1,4.0,2.5,+3.0,+1.5,2.2,1.8,0.0,+0.5,-0.2,0.16,16,0.19,0.50,6,37.5,17.5,0,Match Report
479,de Eint Frankfurt,2022-09-07,0.8,,pt Sporting CP,Champions League,Group,,L 0-3,0,3,-3,45,0,0,0,0,0.8,0.8,-0.1,-0.1,0.2,0.5,-0.8,-0.8,-0.2,0.07,11,0.00,0.00,2,18.2,19.1,1,Match Report
480,es Atlético Madrid,2022-09-07,0.8,,pt Porto,Champions League,Group,,W 2-1,2,1,+1,53,2,0,0,0,0.8,0.8,-1.2,-0.4,0.6,0.3,+1.2,+1.2,+0.4,0.08,10,0.20,0.67,3,30.0,21.1,1,Match Report
481,cz Viktoria Plzeň,2022-09-07,0.8,@,es Barcelona,Champions League,Group,,L 1-5,1,5,-4,24,1,0,0,0,0.8,0.8,-1.4,-1.4,0.8,0.7,+0.2,+0.2,+0.2,0.10,8,0.13,1.00,1,12.5,22.2,0,Match Report
482,de Bayern Munich,2022-09-07,2.5,@,it Inter,Champions League,Group,,W 2-0,2,0,+2,56,1,0,0,0,2.5,2.5,+1.8,+1.8,1.9,2.3,-1.5,-1.5,-0.9,0.12,21,0.05,0.09,11,52.4,18.7,1,Match Report
483,nl Ajax,2022-09-07,2.1,,sct Rangers,Champions League,Group,,W 4-0,4,0,+4,74,4,0,0,0,2.1,2.1,+2.0,+2.0,1.6,1.9,+1.9,+1.9,+0.4,0.12,17,0.24,0.44,9,52.9,17.3,0,Match Report
484,pt Sporting CP,2022-09-07,0.9,@,de Eint Frankfurt,Champions League,Group,,W 3-0,3,0,+3,55,3,0,0,0,0.9,0.9,+0.1,+0.1,0.8,0.4,+2.1,+2.1,+2.2,0.11,8,0.38,0.60,5,62.5,15.7,1,Match Report
485,pt Benfica,2022-09-06,0.9,,il Maccabi Haifa,Champions League,Group,,W 2-0,2,0,+2,56,2,0,0,0,0.9,0.9,+0.8,+0.8,0.8,0.9,+1.1,+1.1,+0.2,0.07,14,0.14,0.40,5,35.7,20.9,1,Match Report
486,de RB Leipzig,2022-09-06,1.4,,ua Shakhtar,Champions League,Group,,L 1-4,1,4,-3,68,1,0,0,0,1.4,1.4,+0.5,+0.5,1.2,2.2,-0.4,-0.4,-0.2,0.11,13,0.08,0.50,2,15.4,16.6,1,Match Report
487,es Real Madrid,2022-09-06,1.9,@,sct Celtic,Champions League,Group,,W 3-0,3,0,+3,64,3,0,0,0,1.9,1.9,+0.6,+0.6,1.7,1.9,+1.1,+1.1,+1.3,0.16,12,0.25,0.50,6,50.0,16.0,0,Match Report
488,dk FC Copenhagen,2022-09-06,0.5,@,de Dortmund,Champions League,Group,,L 0-3,0,3,-3,37,0,0,0,0,0.5,0.5,-1.8,-1.8,0.2,0.3,-0.5,-0.5,-0.2,0.08,7,0.00,0.00,2,28.6,18.4,0,Match Report
489,es Sevilla,2022-09-06,0.3,,eng Manchester City,Champions League,Group,,L 0-4,0,4,-4,39,0,0,0,0,0.3,0.3,-3.3,-3.3,0.3,0.7,-0.3,-0.3,-0.3,0.06,6,0.00,0.00,1,16.7,18.0,0,Match Report
490,at RB Salzburg,2022-09-06,1.3,,it Milan,Champions League,Group,,D 1-1,1,1,0,35,1,0,0,0,1.3,1.3,+0.4,+0.4,1.0,0.4,-0.3,-0.3,0.0,0.08,16,0.06,0.25,4,25.0,23.5,1,Match Report
491,il Maccabi Haifa,2022-09-06,0.1,@,pt Benfica,Champions League,Group,,L 0-2,0,2,-2,44,0,0,0,0,0.1,0.1,-0.8,-0.8,0.1,0.3,-0.1,-0.1,-0.1,0.02,7,0.00,0.00,2,28.6,26.5,0,Match Report
492,hr Dinamo Zagreb,2022-09-06,0.6,,eng Chelsea,Champions League,Group,,W 1-0,1,0,+1,33,1,0,0,0,0.6,0.6,-0.3,-0.3,0.6,0.2,+0.4,+0.4,+0.4,0.10,6,0.17,0.33,3,50.0,20.9,0,Match Report
493,fr Paris S-G,2022-09-06,1.7,,it Juventus,Champions League,Group,,W 2-1,2,1,+1,57,2,0,0,0,1.7,1.7,+0.8,+0.8,1.3,1.2,+0.3,+0.3,+0.7,0.12,15,0.13,0.33,6,40.0,18.8,1,Match Report
494,it Milan,2022-09-06,0.9,@,at RB Salzburg,Champions League,Group,,D 1-1,1,1,0,65,1,0,0,0,0.9,0.9,-0.4,-0.4,0.8,1.0,+0.1,+0.1,+0.2,0.06,14,0.07,0.33,3,21.4,22.4,0,Match Report
495,de Dortmund,2022-09-06,2.3,,dk FC Copenhagen,Champions League,Group,,W 3-0,3,0,+3,63,3,0,0,0,2.3,2.3,+1.8,+1.8,2.2,2.0,+0.7,+0.7,+0.8,0.15,15,0.20,0.75,4,26.7,18.1,1,Match Report
496,it Juventus,2022-09-06,1.0,@,fr Paris S-G,Champions League,Group,,L 1-2,1,2,-1,43,1,0,0,0,1.0,1.0,-0.8,-0.8,0.6,0.7,0.0,0.0,+0.4,0.08,13,0.08,0.25,4,30.8,14.3,0,Match Report
497,ua Shakhtar,2022-09-06,0.9,@,de RB Leipzig,Champions League,Group,,W 4-1,4,1,+3,32,4,0,0,0,0.9,0.9,-0.5,-0.5,0.8,0.7,+3.1,+3.1,+2.2,0.19,5,0.80,1.00,4,80.0,18.8,0,Match Report
498,eng Chelsea,2022-09-06,0.9,@,hr Dinamo Zagreb,Champions League,Group,,L 0-1,0,1,-1,67,0,0,0,0,0.9,0.9,+0.3,+0.3,0.8,1.9,-0.9,-0.9,-0.8,0.06,15,0.00,0.00,3,20.0,20.1,2,Match Report
499,sct Celtic,2022-09-06,1.4,,es Real Madrid,Champions League,Group,,L 0-3,0,3,-3,36,0,0,0,0,1.4,1.4,-0.6,-0.6,1.4,1.6,-1.4,-1.4,-1.4,0.14,10,0.00,0.00,4,40.0,16.2,0,Match Report
500,eng Manchester City,2022-09-06,3.6,@,es Sevilla,Champions League,Group,,W 4-0,4,0,+4,61,4,0,0,0,3.6,3.6,+3.3,+3.3,3.5,2.3,+0.4,+0.4,+0.5,0.16,24,0.17,0.44,9,37.5,16.9,1,Match Report
501,eng Liverpool,2022-05-28,2.2,N,es Real Madrid,Champions League,Final,,L 0-1,0,1,-1,54,0,0,0,0,2.2,2.2,+1.3,+1.3,1.8,1.3,-2.2,-2.2,-1.8,0.09,24,0.00,0.00,9,37.5,17.9,0,Match Report
502,es Real Madrid,2022-05-28,0.9,N,eng Liverpool,Champions League,Final,,W 1-0,1,0,+1,46,1,0,0,0,0.9,0.9,-1.3,-1.3,0.8,0.5,+0.1,+0.1,+0.2,0.23,4,0.25,1.00,1,25.0,14.5,0,Match Report
503,eng Manchester City,2022-05-04,1.4,@,es Real Madrid,Champions League,Semi-finals Leg 2,L 5-6 (aet),L 1-3,1,3,-2,55,1,0,0,0,1.4,1.4,-0.9,-0.1,0.8,0.8,-0.4,-0.4,+0.2,0.10,15,0.07,0.11,9,60.0,18.1,1,Match Report
504,es Real Madrid,2022-05-04,2.3,,eng Manchester City,Champions League,Semi-finals Leg 2,W 6-5 (aet),W 3-1,3,1,+2,45,2,1,1,0,2.3,1.5,+0.9,+0.1,1.4,1.4,+0.7,+0.5,+0.6,0.12,13,0.15,0.50,4,30.8,15.6,1,Match Report
505,es Villarreal,2022-05-03,1.2,,eng Liverpool,Champions League,Semi-finals Leg 2,L 2-5,L 2-3,2,3,-1,45,2,0,0,0,1.2,1.2,-1.3,-1.3,1.2,1.0,+0.8,+0.8,+0.8,0.21,6,0.33,1.00,2,33.3,9.9,0,Match Report
506,eng Liverpool,2022-05-03,2.5,@,es Villarreal,Champions League,Semi-finals Leg 2,W 5-2,W 3-2,3,2,+1,55,3,0,0,0,2.5,2.5,+1.3,+1.3,2.1,1.1,+0.5,+0.5,+0.9,0.16,15,0.20,0.60,5,33.3,17.8,0,Match Report
507,es Villarreal,2022-04-27,0.1,@,eng Liverpool,Champions League,Semi-finals Leg 1,L 2-5,L 0-2,0,2,-2,27,0,0,0,0,0.1,0.1,-1.5,-1.5,0.1,0.3,-0.1,-0.1,-0.1,0.12,1,0.00,,0,0.0,16.0,0,Match Report
508,eng Liverpool,2022-04-27,1.6,,es Villarreal,Champions League,Semi-finals Leg 1,W 5-2,W 2-0,2,0,+2,73,1,0,0,0,1.6,1.6,+1.5,+1.5,1.4,2.0,-0.6,-0.6,-0.4,0.09,19,0.05,0.20,5,26.3,17.8,1,Match Report
509,eng Manchester City,2022-04-26,2.7,,es Real Madrid,Champions League,Semi-finals Leg 1,L 5-6 (aet),W 4-3,4,3,+1,59,4,0,0,0,2.7,2.7,+1.1,+1.9,2.4,1.8,+1.3,+1.3,+1.6,0.18,16,0.25,0.80,5,31.3,14.7,1,Match Report
510,es Real Madrid,2022-04-26,1.6,@,eng Manchester City,Champions League,Semi-finals Leg 1,W 6-5 (aet),L 3-4,3,4,-1,41,2,1,1,0,1.6,0.8,-1.1,-1.9,0.8,0.4,+1.4,+1.2,+1.2,0.08,10,0.20,0.50,4,40.0,15.0,0,Match Report
511,eng Manchester City,2022-04-13,1.2,@,es Atlético Madrid,Champions League,Quarter-finals Leg 2,W 1-0,D 0-0,0,0,0,59,0,0,0,0,1.2,1.2,+0.4,+0.4,1.0,1.2,-1.2,-1.2,-1.0,0.12,10,0.00,0.00,1,10.0,16.6,0,Match Report
512,eng Liverpool,2022-04-13,1.8,,pt Benfica,Champions League,Quarter-finals Leg 2,W 6-4,D 3-3,3,3,0,66,3,0,0,0,1.8,1.8,+0.6,+0.6,1.6,2.1,+1.2,+1.2,+1.4,0.10,17,0.18,0.60,5,29.4,16.9,0,Match Report
513,pt Benfica,2022-04-13,1.2,@,eng Liverpool,Champions League,Quarter-finals Leg 2,L 4-6,D 3-3,3,3,0,34,3,0,0,0,1.2,1.2,-0.6,-0.6,1.0,0.5,+1.8,+1.8,+1.0,0.20,6,0.50,0.75,4,66.7,17.3,0,Match Report
514,es Atlético Madrid,2022-04-13,0.8,,eng Manchester City,Champions League,Quarter-finals Leg 2,L 0-1,D 0-0,0,0,0,41,0,0,0,0,0.8,0.8,-0.4,-0.4,0.6,0.5,-0.8,-0.8,-0.6,0.06,14,0.00,0.00,3,21.4,16.7,1,Match Report
515,de Bayern Munich,2022-04-12,1.4,,es Villarreal,Champions League,Quarter-finals Leg 2,L 1-2,D 1-1,1,1,0,68,1,0,0,0,1.4,1.4,+0.7,+0.7,1.2,1.6,-0.4,-0.4,-0.2,0.06,23,0.04,0.25,4,17.4,21.2,1,Match Report
516,eng Chelsea,2022-04-12,2.7,@,es Real Madrid,Champions League,Quarter-finals Leg 2,L 4-5 (aet),W 3-2,3,2,+1,57,3,0,0,0,2.7,2.7,+1.5,+1.5,2.5,1.9,+0.3,+0.3,-0.5,0.10,28,0.11,0.43,7,25.0,18.3,0,Match Report
517,es Real Madrid,2022-04-12,1.2,,eng Chelsea,Champions League,Quarter-finals Leg 2,W 5-4 (aet),L 2-3,2,3,-1,43,2,0,0,0,1.2,1.2,-1.5,-1.5,1.1,1.1,+0.8,+0.8,+0.9,0.12,10,0.20,0.50,4,40.0,20.5,2,Match Report
518,es Villarreal,2022-04-12,0.7,@,de Bayern Munich,Champions League,Quarter-finals Leg 2,W 2-1,D 1-1,1,1,0,32,1,0,0,0,0.7,0.7,-0.7,-0.7,0.7,0.2,+0.3,+0.3,+0.3,0.19,4,0.25,1.00,1,25.0,15.2,0,Match Report
519,es Villarreal,2022-04-06,1.5,,de Bayern Munich,Champions League,Quarter-finals Leg 1,W 2-1,W 1-0,1,0,+1,39,1,0,0,0,1.5,1.5,-0.1,-0.1,1.3,0.9,-0.5,-0.5,-0.3,0.13,12,0.08,1.00,1,8.3,19.9,0,Match Report
520,es Real Madrid,2022-04-06,1.8,@,eng Chelsea,Champions League,Quarter-finals Leg 1,W 5-4 (aet),W 3-1,3,1,+2,43,3,0,0,0,1.8,1.8,+0.5,+0.5,0.7,0.4,+1.2,+1.2,+1.3,0.23,8,0.38,0.60,5,62.5,17.1,0,Match Report
521,de Bayern Munich,2022-04-06,1.6,@,es Villarreal,Champions League,Quarter-finals Leg 1,L 1-2,L 0-1,0,1,-1,61,0,0,0,0,1.6,1.6,+0.1,+0.1,1.3,1.4,-1.6,-1.6,-1.3,0.07,22,0.00,0.00,4,18.2,21.3,0,Match Report
522,eng Chelsea,2022-04-06,1.3,,es Real Madrid,Champions League,Quarter-finals Leg 1,L 4-5 (aet),L 1-3,1,3,-2,57,1,0,0,0,1.3,1.3,-0.5,-0.5,0.9,1.2,-0.3,-0.3,+0.1,0.07,20,0.05,0.20,5,25.0,19.3,1,Match Report
523,eng Manchester City,2022-04-05,1.0,,es Atlético Madrid,Champions League,Quarter-finals Leg 1,W 1-0,W 1-0,1,0,+1,70,1,0,0,0,1.0,1.0,+1.0,+1.0,0.8,1.1,0.0,0.0,+0.2,0.07,15,0.07,0.50,2,13.3,18.9,1,Match Report
524,eng Liverpool,2022-04-05,3.9,@,pt Benfica,Champions League,Quarter-finals Leg 1,W 6-4,W 3-1,3,1,+2,65,3,0,0,0,3.9,3.9,+2.6,+2.6,3.2,2.3,-0.9,-0.9,-0.2,0.23,17,0.18,0.38,8,47.1,15.2,0,Match Report
525,es Atlético Madrid,2022-04-05,0.0,@,eng Manchester City,Champions League,Quarter-finals Leg 1,L 0-1,L 0-1,0,1,-1,30,0,0,0,0,0.0,0.0,-1.0,-1.0,0.0,0.1,0.0,0.0,0.0,,0,,,0,,,0,Match Report
526,pt Benfica,2022-04-05,1.2,,eng Liverpool,Champions League,Quarter-finals Leg 1,L 4-6,L 1-3,1,3,-2,35,1,0,0,0,1.2,1.2,-2.6,-2.6,1.2,0.6,-0.2,-0.2,-0.2,0.14,9,0.11,0.33,3,33.3,17.8,0,Match Report
527,eng Chelsea,2022-03-16,1.0,@,fr Lille,Champions League,Rd of 16 Leg 2,W 4-1,W 2-1,2,1,+1,56,2,0,0,0,1.0,1.0,-0.7,+0.1,0.7,0.6,+1.0,+1.0,+0.3,0.12,8,0.25,0.50,4,50.0,17.6,3,Match Report
528,it Juventus,2022-03-16,1.5,,es Villarreal,Champions League,Rd of 16 Leg 2,L 1-4,L 0-3,0,3,-3,58,0,0,0,0,1.5,1.5,-1.0,+0.4,1.4,1.3,-1.5,-1.5,-1.4,0.11,14,0.00,0.00,5,35.7,17.8,0,Match Report
529,es Villarreal,2022-03-16,2.5,@,it Juventus,Champions League,Rd of 16 Leg 2,W 4-1,W 3-0,3,0,+3,42,1,2,2,0,2.5,1.1,+1.0,-0.4,1.1,1.3,+0.5,-0.1,-0.1,0.18,6,0.17,1.00,1,16.7,22.0,0,Match Report
530,fr Lille,2022-03-16,1.7,,eng Chelsea,Champions League,Rd of 16 Leg 2,L 1-4,L 1-2,1,2,-1,44,0,1,1,0,1.7,0.9,+0.7,-0.1,0.7,0.7,-0.7,-0.9,-0.7,0.13,7,0.00,,0,0.0,16.9,1,Match Report
531,es Atlético Madrid,2022-03-15,0.5,@,eng Manchester Utd,Champions League,Rd of 16 Leg 2,W 2-1,W 1-0,1,0,+1,40,1,0,0,0,0.5,0.5,-0.4,-0.4,0.4,0.8,+0.5,+0.5,+0.6,0.07,8,0.13,0.33,3,37.5,26.3,0,Match Report
532,eng Manchester Utd,2022-03-15,1.0,,es Atlético Madrid,Champions League,Rd of 16 Leg 2,L 1-2,L 0-1,0,1,-1,60,0,0,0,0,1.0,1.0,+0.4,+0.4,0.9,1.1,-1.0,-1.0,-0.9,0.09,11,0.00,0.00,5,45.5,17.6,0,Match Report
533,nl Ajax,2022-03-15,1.3,,pt Benfica,Champions League,Rd of 16 Leg 2,L 2-3,L 0-1,0,1,-1,69,0,0,0,0,1.3,1.3,+0.9,+0.9,1.1,1.8,-1.3,-1.3,-1.1,0.08,16,0.00,0.00,2,12.5,16.5,0,Match Report
534,pt Benfica,2022-03-15,0.4,@,nl Ajax,Champions League,Rd of 16 Leg 2,W 3-2,W 1-0,1,0,+1,31,1,0,0,0,0.4,0.4,-0.9,-0.9,0.4,0.4,+0.6,+0.6,+0.6,0.10,4,0.25,1.00,1,25.0,7.3,0,Match Report
